date,vertical,transaction_count,avg_transaction_value,total_processing_volume,authorization_rate,decline_rate,fraud_rate,chargeback_rate,refund_rate,payment_success_rate,take_rate,payment_revenue,processing_cost,net_revenue,margin,cost_per_transaction,trial_to_paid_rate,involuntary_churn_rate,dunning_recovery_rate,mrr,net_revenue_retention,latency_ms,uptime,failed_payment_recovery_rate
2023-06-06,Associations,193,155.75,30060.56,0.928,0.072,0.0063,0.0054,0.0271,0.9542,0.028,841.01,82.57,758.45,0.9018,0.43,0.4267,0.0336,0.6506,17804.61,0.8945,185.1,0.995186,0.4556
2023-06-06,Sports Leagues,146,338.63,49440.67,0.9207,0.0793,0.0079,0.0085,0.0282,0.9833,0.0277,1370.63,40.03,1330.6,0.9708,0.27,0.5071,0.0433,0.6145,33071.71,0.9876,566.7,0.998649,0.4543
2023-06-06,Nonprofits,133,158.19,21039.47,0.9168,0.0832,0.0026,0.011,0.0492,0.9689,0.0308,648.76,47.02,601.74,0.9275,0.35,0.1923,0.0598,0.3445,12724.51,0.9407,386.5,0.998165,0.4464
2023-06-06,Pet Care,233,123.11,28685.25,0.9715,0.0285,0.0048,0.0049,0.0474,0.9715,0.0211,604.97,80.61,524.36,0.8668,0.35,0.502,0.0448,0.4101,17057.81,1.0286,678.2,0.995873,0.5648
2023-06-06,Education,110,79.15,8706.69,0.9199,0.0801,0.0067,0.0109,0.0194,0.9368,0.0187,163.23,37.87,125.37,0.768,0.34,0.4447,0.0286,0.6059,5344.93,1.1045,164.1,0.995942,0.2808
2023-06-07,Camps,133,85.28,11342.78,0.967,0.033,0.0067,0.0079,0.0404,0.9409,0.0204,231.1,54.92,176.18,0.7623,0.41,0.3643,0.0223,0.6099,7572.01,1.0318,356.2,0.997368,0.5885
2023-06-07,Associations,258,220.82,56971.63,0.9754,0.0246,0.0033,0.0057,0.0118,0.9654,0.0281,1601.3,100.32,1500.97,0.9373,0.39,0.2354,0.0322,0.3796,34105.39,0.9179,734.8,0.99613,0.3811
2023-06-07,Sports Leagues,372,136.48,50771.56,0.9797,0.0203,0.0033,0.0114,0.0257,0.9563,0.0292,1480.44,76.37,1404.08,0.9484,0.21,0.2475,0.0587,0.5277,20983.53,0.8914,736.9,0.999279,0.4563
2023-06-07,Nonprofits,141,208.15,29348.58,0.9422,0.0578,0.0074,0.0037,0.0104,0.9344,0.0211,620.05,26.65,593.41,0.957,0.19,0.3661,0.0257,0.3812,18343.6,0.9291,587.6,0.996711,0.4803
2023-06-07,Pet Care,364,149.59,54452.05,0.9493,0.0507,0.0051,0.0069,0.0396,0.9742,0.024,1306.13,77.75,1228.38,0.9405,0.21,0.3762,0.0291,0.3621,37819.4,0.9687,545.5,0.997402,0.3143
2023-06-07,Education,128,235.86,30190.04,0.9273,0.0727,0.0027,0.0116,0.0285,0.9318,0.0228,687.06,43.24,643.82,0.9371,0.34,0.3016,0.0113,0.4999,13035.21,1.0286,541.3,0.995185,0.3808
2023-06-08,Camps,142,135.3,19212.51,0.9301,0.0699,0.0079,0.0024,0.0496,0.9329,0.022,423.38,44.49,378.89,0.8949,0.31,0.233,0.0167,0.4153,13296.06,0.9712,504.9,0.998451,0.584
2023-06-08,Associations,95,147.76,14037.49,0.9178,0.0822,0.003,0.0041,0.0155,0.9315,0.0311,436.57,40.72,395.84,0.9067,0.43,0.1987,0.0187,0.3628,6799.3,0.929,763.2,0.995412,0.3453
2023-06-08,Sports Leagues,147,209.02,30725.95,0.9142,0.0858,0.0049,0.0099,0.033,0.9459,0.0273,840.22,40.81,799.41,0.9514,0.28,0.3816,0.0344,0.4715,18916.84,1.0921,123.5,0.999575,0.4802
2023-06-08,Nonprofits,102,325.46,33196.43,0.9305,0.0695,0.0033,0.0027,0.0346,0.981,0.0229,761.56,24.98,736.58,0.9672,0.24,0.5339,0.0473,0.5552,16321.34,0.933,606.7,0.997557,0.4843
2023-06-08,Pet Care,126,201.22,25353.63,0.9676,0.0324,0.0076,0.0031,0.0352,0.9641,0.0305,772.38,48.24,724.15,0.9375,0.38,0.5371,0.058,0.4016,15658.54,1.0073,265.9,0.995955,0.2865
2023-06-08,Education,314,204.22,64126.58,0.9366,0.0634,0.0013,0.0054,0.0257,0.9894,0.0209,1340.91,102.71,1238.21,0.9234,0.33,0.5453,0.0496,0.747,44278.73,0.9975,593.5,0.995541,0.4485
2023-06-09,Camps,296,244.14,72264.54,0.9562,0.0438,0.0056,0.0036,0.0202,0.9448,0.0314,2272.07,58.68,2213.39,0.9742,0.2,0.3386,0.0536,0.6463,46735.84,1.1134,383.3,0.996517,0.2638
2023-06-09,Associations,386,318.11,122790.78,0.9125,0.0875,0.007,0.0056,0.0356,0.9853,0.0201,2471.03,128.57,2342.46,0.948,0.33,0.4628,0.0479,0.5365,72129.98,1.0618,691.9,0.998733,0.4093
2023-06-09,Sports Leagues,104,346.21,36006.22,0.9353,0.0647,0.0067,0.0058,0.0436,0.9879,0.0241,867.66,34.43,833.23,0.9603,0.33,0.4126,0.0567,0.4155,21005.12,0.9579,267.5,0.995416,0.5293
2023-06-09,Nonprofits,218,312.16,68050.85,0.9223,0.0777,0.0029,0.0028,0.0411,0.9342,0.0258,1755.29,53.83,1701.46,0.9693,0.25,0.2701,0.0595,0.6406,44306.67,1.0173,712.3,0.998163,0.6758
2023-06-09,Pet Care,121,294.42,35625.09,0.9708,0.0292,0.0048,0.0053,0.0381,0.9563,0.022,784.77,26.75,758.01,0.9659,0.22,0.3753,0.0397,0.556,15495.65,1.0168,234.5,0.998252,0.4432
2023-06-09,Education,367,282.37,103630.18,0.9607,0.0393,0.0059,0.0076,0.0124,0.9693,0.0245,2542.76,112.59,2430.18,0.9557,0.31,0.3202,0.0565,0.4123,51294.69,1.1111,670.9,0.995069,0.6577
2023-06-10,Camps,259,199.55,51682.7,0.947,0.053,0.0072,0.0058,0.0463,0.9565,0.0284,1470.33,111.67,1358.66,0.924,0.43,0.5158,0.0128,0.3926,28067.41,0.9836,555.8,0.999629,0.3006
2023-06-10,Associations,188,170.49,32051.43,0.9343,0.0657,0.0041,0.0021,0.0153,0.981,0.0317,1015.79,41.86,973.93,0.9588,0.22,0.3781,0.0583,0.3705,14612.02,1.1024,599.9,0.995745,0.4271
2023-06-10,Sports Leagues,340,65.49,22267.1,0.9277,0.0723,0.0024,0.0074,0.0341,0.9665,0.0234,521.82,99.87,421.95,0.8086,0.29,0.4887,0.0338,0.7445,11843.54,1.0359,154.2,0.998201,0.6331
2023-06-10,Nonprofits,265,296.24,78502.97,0.9507,0.0493,0.006,0.0106,0.0495,0.945,0.0205,1611.87,80.76,1531.12,0.9499,0.3,0.193,0.0496,0.6977,47558.03,0.9443,203.7,0.996873,0.625
2023-06-10,Pet Care,121,215.62,26089.74,0.9132,0.0868,0.0075,0.0083,0.0498,0.9622,0.0279,728.99,23.62,705.37,0.9676,0.2,0.4137,0.0482,0.6503,16463.5,0.9343,783.3,0.999876,0.284
2023-06-10,Education,121,133.28,16127.12,0.9582,0.0418,0.0034,0.0117,0.0141,0.9599,0.024,386.93,32.43,354.5,0.9162,0.27,0.4188,0.0166,0.6225,11195.09,1.0731,704.8,0.996762,0.3962
2023-06-11,Camps,103,58.95,6071.5,0.9762,0.0238,0.002,0.011,0.0133,0.9794,0.0201,122.2,19.6,102.6,0.8396,0.19,0.4462,0.024,0.6215,3439.66,0.9061,753.8,0.997216,0.5805
2023-06-11,Associations,153,306.45,46886.13,0.9142,0.0858,0.0057,0.0098,0.0493,0.9525,0.0204,955.46,62.77,892.69,0.9343,0.41,0.2975,0.0399,0.4755,24413.51,1.0558,365.8,0.998396,0.2564
2023-06-11,Sports Leagues,119,142.31,16934.7,0.9624,0.0376,0.0032,0.0083,0.0375,0.9695,0.0264,447.86,34.71,413.15,0.9225,0.29,0.3181,0.0382,0.3287,11223.41,1.0781,355.5,0.997777,0.6695
2023-06-11,Nonprofits,398,285.9,113789.64,0.922,0.078,0.0025,0.0073,0.0171,0.9681,0.0221,2512.83,156.7,2356.13,0.9376,0.39,0.479,0.0332,0.3814,67594.74,1.1183,543.4,0.995175,0.2578
2023-06-11,Pet Care,113,104.71,11832.69,0.9669,0.0331,0.0069,0.0046,0.023,0.9442,0.0307,363.47,35.68,327.79,0.9018,0.32,0.4228,0.0308,0.584,6102.79,0.9615,551.4,0.997896,0.3821
2023-06-11,Education,383,253.07,96926.26,0.9408,0.0592,0.0066,0.0106,0.0438,0.9488,0.0251,2430.68,136.17,2294.51,0.944,0.36,0.2991,0.0121,0.523,39143.24,1.1082,661.7,0.995941,0.3794
2023-06-12,Camps,215,321.33,69085.16,0.9264,0.0736,0.0024,0.0021,0.0383,0.9862,0.0206,1424.34,75.67,1348.66,0.9469,0.35,0.4562,0.0564,0.5911,47743.93,0.9627,358.0,0.997661,0.4226
2023-06-12,Associations,286,274.27,78442.28,0.9623,0.0377,0.0034,0.0072,0.0244,0.931,0.0259,2029.64,61.04,1968.6,0.9699,0.21,0.2096,0.0478,0.3043,53944.95,1.0037,788.5,0.995284,0.5126
2023-06-12,Sports Leagues,385,74.79,28792.85,0.9655,0.0345,0.0068,0.0023,0.0243,0.975,0.0312,899.76,108.57,791.18,0.8793,0.28,0.5027,0.0297,0.3808,11546.91,0.9592,377.4,0.999631,0.3427
2023-06-12,Nonprofits,372,106.59,39652.21,0.9208,0.0792,0.0044,0.0073,0.048,0.9344,0.0264,1046.75,119.84,926.9,0.8855,0.32,0.371,0.0537,0.3925,16345.91,1.0413,354.7,0.995086,0.3631
2023-06-12,Pet Care,110,302.71,33298.05,0.9433,0.0567,0.0021,0.0032,0.0486,0.9469,0.0307,1022.93,31.99,990.93,0.9687,0.29,0.3228,0.045,0.3044,16696.54,0.9526,710.3,0.997593,0.4141
2023-06-12,Education,101,196.35,19831.52,0.973,0.027,0.0033,0.0085,0.0383,0.9767,0.0259,513.54,29.15,484.38,0.9432,0.29,0.5378,0.0406,0.6279,9985.07,1.0408,295.3,0.996201,0.5716
2023-06-13,Camps,110,317.17,34889.03,0.9273,0.0727,0.0014,0.0074,0.0438,0.9544,0.029,1010.49,44.64,965.85,0.9558,0.41,0.3481,0.0395,0.5403,23785.9,1.0541,749.2,0.996078,0.3896
2023-06-13,Associations,246,122.72,30188.97,0.921,0.079,0.0058,0.0029,0.0475,0.9796,0.03,905.82,104.5,801.32,0.8846,0.42,0.3312,0.0523,0.3711,12271.59,1.0684,170.9,0.999844,0.5537
2023-06-13,Sports Leagues,231,127.64,29485.05,0.9186,0.0814,0.002,0.0098,0.0335,0.9528,0.0227,668.15,94.95,573.2,0.8579,0.41,0.5037,0.0391,0.536,19015.92,1.0598,392.2,0.995405,0.5958
2023-06-13,Nonprofits,265,49.99,13248.66,0.969,0.031,0.005,0.0109,0.0294,0.9856,0.023,304.13,99.54,204.59,0.6727,0.38,0.2914,0.0101,0.4709,8231.79,0.916,463.3,0.99604,0.2836
2023-06-13,Pet Care,246,335.35,82496.13,0.9317,0.0683,0.0051,0.0115,0.036,0.9704,0.0205,1691.58,77.0,1614.58,0.9545,0.31,0.3158,0.0335,0.6604,44400.22,0.8951,735.8,0.99767,0.666
2023-06-13,Education,246,213.63,52551.79,0.9503,0.0497,0.0025,0.0067,0.0284,0.9674,0.0216,1136.94,82.92,1054.02,0.9271,0.34,0.2692,0.0323,0.3552,21608.78,0.9569,306.7,0.996994,0.6829
2023-06-14,Camps,123,213.72,26287.42,0.9759,0.0241,0.0074,0.0108,0.0139,0.9681,0.0293,770.57,49.89,720.68,0.9353,0.41,0.3938,0.0109,0.7382,14238.82,0.9745,388.6,0.997078,0.359
2023-06-14,Associations,327,211.57,69184.72,0.9556,0.0444,0.0046,0.0119,0.0122,0.9595,0.0193,1333.87,72.97,1260.9,0.9453,0.22,0.3217,0.0178,0.7337,47324.9,0.9607,555.0,0.997615,0.617
2023-06-14,Sports Leagues,229,103.93,23799.37,0.9708,0.0292,0.0017,0.002,0.028,0.9393,0.0283,674.28,98.1,576.18,0.8545,0.43,0.1955,0.0298,0.7486,14750.89,1.1088,231.6,0.996085,0.3197
2023-06-14,Nonprofits,218,267.94,58411.64,0.9695,0.0305,0.0013,0.007,0.0379,0.9626,0.0273,1596.57,87.38,1509.19,0.9453,0.4,0.3185,0.0524,0.3733,28111.53,0.8904,367.8,0.996862,0.6124
2023-06-14,Pet Care,164,244.29,40062.8,0.9465,0.0535,0.0053,0.0058,0.0495,0.9723,0.0221,884.35,32.08,852.27,0.9637,0.2,0.1965,0.0202,0.4048,21013.49,0.9316,549.0,0.996035,0.3345
2023-06-14,Education,281,204.58,57487.4,0.9342,0.0658,0.0047,0.0043,0.0119,0.9644,0.0227,1305.08,64.38,1240.69,0.9507,0.23,0.2999,0.0125,0.7277,33017.57,1.0755,407.7,0.999426,0.4675
2023-06-15,Camps,261,88.31,23049.05,0.9554,0.0446,0.007,0.0049,0.028,0.9437,0.0231,531.46,48.53,482.93,0.9087,0.19,0.5329,0.0308,0.655,10205.96,1.075,704.9,0.998506,0.6564
2023-06-15,Associations,171,302.83,51783.45,0.9445,0.0555,0.0045,0.0118,0.0479,0.9515,0.02,1034.02,45.82,988.2,0.9557,0.27,0.1913,0.011,0.478,35332.16,1.0891,467.8,0.99777,0.2527
2023-06-15,Sports Leagues,307,52.56,16134.73,0.9628,0.0372,0.002,0.0107,0.0357,0.9438,0.0202,326.05,107.28,218.77,0.671,0.35,0.5133,0.0459,0.4568,9297.07,0.9546,799.4,0.998669,0.5265
2023-06-15,Nonprofits,111,196.66,21829.64,0.977,0.023,0.0063,0.0037,0.0432,0.9631,0.0318,693.8,41.52,652.28,0.9402,0.37,0.2112,0.0297,0.5328,14226.47,1.055,371.2,0.998202,0.5096
2023-06-15,Pet Care,363,98.47,35745.74,0.9648,0.0352,0.0056,0.0088,0.0293,0.97,0.0191,683.36,148.8,534.56,0.7823,0.41,0.2006,0.0174,0.5596,22227.54,0.8983,746.1,0.999771,0.5227
2023-06-15,Education,94,145.15,13644.01,0.9445,0.0555,0.0074,0.0116,0.0471,0.9457,0.0213,290.0,24.47,265.52,0.9156,0.26,0.3433,0.0257,0.4684,7997.99,1.063,620.2,0.998991,0.2645
2023-06-16,Camps,104,288.85,30040.54,0.9454,0.0546,0.0036,0.009,0.046,0.9492,0.0245,734.51,25.16,709.34,0.9657,0.24,0.2479,0.0489,0.3903,19165.73,0.983,796.6,0.995967,0.2918
2023-06-16,Associations,325,111.57,36258.74,0.9467,0.0533,0.0069,0.0031,0.0418,0.941,0.0293,1062.88,112.2,950.67,0.8944,0.35,0.2515,0.0337,0.6069,21398.31,0.9825,731.6,0.997544,0.4776
2023-06-16,Sports Leagues,311,246.64,76704.9,0.9407,0.0593,0.0035,0.0095,0.0229,0.9773,0.0275,2110.75,104.49,2006.26,0.9505,0.34,0.3165,0.0203,0.6197,32784.04,1.1129,785.5,0.995638,0.2968
2023-06-16,Nonprofits,259,338.92,87781.16,0.938,0.062,0.0035,0.009,0.0171,0.9518,0.0221,1938.06,88.69,1849.37,0.9542,0.34,0.2402,0.0374,0.6859,48652.81,1.044,171.2,0.9972,0.2927
2023-06-16,Pet Care,109,89.88,9797.26,0.92,0.08,0.0022,0.0025,0.0461,0.9624,0.0278,272.36,43.99,228.37,0.8385,0.4,0.4729,0.0541,0.7353,5209.41,1.1081,611.8,0.995346,0.5568
2023-06-16,Education,137,321.29,44016.38,0.9361,0.0639,0.0051,0.0021,0.0233,0.9337,0.0253,1113.89,54.9,1058.99,0.9507,0.4,0.2564,0.0364,0.3918,19200.23,1.0026,173.8,0.997878,0.2641
2023-06-17,Camps,131,65.67,8602.24,0.9735,0.0265,0.003,0.011,0.0409,0.9823,0.021,180.62,44.65,135.97,0.7528,0.34,0.2146,0.0201,0.4395,5352.69,0.8859,734.1,0.995347,0.4194
2023-06-17,Associations,125,251.98,31497.65,0.9664,0.0336,0.0056,0.0053,0.025,0.9838,0.0182,574.51,46.09,528.42,0.9198,0.37,0.5333,0.0453,0.7473,19095.88,0.8882,682.4,0.996395,0.4507
2023-06-17,Sports Leagues,143,344.06,49200.98,0.9375,0.0625,0.0072,0.0071,0.0387,0.9327,0.0258,1269.5,28.45,1241.05,0.9776,0.2,0.2794,0.0383,0.6632,27959.35,1.1047,671.0,0.995766,0.425
2023-06-17,Nonprofits,176,122.54,21566.8,0.9453,0.0547,0.0067,0.0094,0.0336,0.9624,0.024,517.22,77.9,439.32,0.8494,0.44,0.3873,0.0227,0.4035,12582.2,1.0055,125.2,0.999067,0.5669
2023-06-17,Pet Care,314,223.26,70102.67,0.9525,0.0475,0.0053,0.0105,0.0168,0.952,0.0262,1836.97,80.54,1756.43,0.9562,0.26,0.5419,0.0232,0.5113,46492.76,0.8992,678.1,0.997798,0.2643
2023-06-17,Education,239,332.22,79399.43,0.924,0.076,0.0013,0.0069,0.028,0.9499,0.0314,2493.71,96.1,2397.61,0.9615,0.4,0.4248,0.0181,0.6304,49077.09,0.982,748.9,0.995818,0.3703
2023-06-18,Camps,195,96.4,18797.8,0.9339,0.0661,0.0022,0.0048,0.0397,0.9587,0.0233,437.06,54.51,382.55,0.8753,0.28,0.252,0.0324,0.5811,8303.86,1.1135,421.4,0.999645,0.3106
2023-06-18,Associations,326,310.44,101204.3,0.9758,0.0242,0.0016,0.0055,0.0483,0.935,0.027,2733.63,144.25,2589.37,0.9472,0.44,0.5419,0.0336,0.3732,46617.26,1.0935,739.9,0.997979,0.5948
2023-06-18,Sports Leagues,182,181.81,33089.28,0.9256,0.0744,0.0032,0.009,0.019,0.9673,0.0263,868.8,80.45,788.36,0.9074,0.44,0.2025,0.0154,0.5277,18468.22,0.8896,681.6,0.997424,0.406
2023-06-18,Nonprofits,218,245.13,53438.2,0.9654,0.0346,0.0035,0.0115,0.044,0.9477,0.0181,967.53,56.7,910.83,0.9414,0.26,0.2841,0.0545,0.7352,22504.54,0.9931,492.9,0.995455,0.4199
2023-06-18,Pet Care,123,243.63,29965.88,0.977,0.023,0.0034,0.0041,0.0325,0.9623,0.0263,787.33,33.68,753.65,0.9572,0.27,0.1822,0.0118,0.5987,16690.32,1.077,324.3,0.998996,0.4415
2023-06-18,Education,240,343.26,82383.13,0.9458,0.0542,0.0054,0.0087,0.0245,0.9749,0.0302,2486.63,68.29,2418.34,0.9725,0.28,0.4231,0.0479,0.3856,41173.34,0.9061,529.5,0.998925,0.5249
2023-06-19,Camps,126,144.09,18154.94,0.9461,0.0539,0.0041,0.0054,0.0439,0.959,0.0297,538.44,26.26,512.18,0.9512,0.21,0.2322,0.0589,0.5645,10038.43,1.0056,266.4,0.998522,0.2882
2023-06-19,Associations,188,219.08,41187.88,0.974,0.026,0.0047,0.0034,0.0329,0.9355,0.0209,858.9,35.42,823.48,0.9588,0.19,0.3699,0.0142,0.5112,28002.96,1.0527,172.6,0.996099,0.5531
2023-06-19,Sports Leagues,200,52.33,10466.3,0.9747,0.0253,0.0011,0.0078,0.0485,0.9443,0.0216,225.64,36.02,189.61,0.8404,0.18,0.2045,0.0122,0.6702,6813.78,1.0544,359.9,0.999024,0.4929
2023-06-19,Nonprofits,372,324.44,120690.59,0.942,0.058,0.0055,0.003,0.0462,0.9641,0.0289,3490.94,146.75,3344.19,0.958,0.39,0.2749,0.0365,0.7322,51521.65,1.0439,774.3,0.996473,0.6377
2023-06-19,Pet Care,166,189.8,31506.85,0.9552,0.0448,0.0045,0.0083,0.0155,0.9323,0.0199,627.51,42.69,584.82,0.932,0.26,0.2737,0.0408,0.5052,12969.59,0.8884,181.6,0.99673,0.2528
2023-06-19,Education,359,175.22,62905.69,0.9731,0.0269,0.0056,0.006,0.0133,0.9474,0.0256,1611.15,91.34,1519.81,0.9433,0.25,0.2619,0.0364,0.3764,40267.38,0.9962,510.2,0.995722,0.3961
2023-06-20,Camps,371,216.88,80463.68,0.9697,0.0303,0.0037,0.0026,0.025,0.9424,0.0311,2506.35,136.63,2369.73,0.9455,0.37,0.1988,0.0246,0.3226,52221.33,1.0975,196.4,0.997157,0.6693
2023-06-20,Associations,324,137.8,44648.42,0.9121,0.0879,0.0013,0.0115,0.0328,0.9484,0.0233,1040.37,120.85,919.52,0.8838,0.37,0.3156,0.0214,0.3458,27623.08,0.9233,167.4,0.997092,0.2678
2023-06-20,Sports Leagues,289,324.13,93674.75,0.9729,0.0271,0.0078,0.0087,0.0489,0.9799,0.0218,2041.33,85.37,1955.95,0.9582,0.3,0.2682,0.0102,0.3846,37584.01,1.0528,409.4,0.996532,0.5928
2023-06-20,Nonprofits,207,191.25,39588.03,0.9238,0.0762,0.0058,0.0042,0.0101,0.986,0.0223,882.19,48.25,833.94,0.9453,0.23,0.2792,0.0265,0.5135,16658.86,0.8926,319.2,0.996449,0.3029
2023-06-20,Pet Care,95,76.48,7265.21,0.9473,0.0527,0.0017,0.0099,0.0327,0.9734,0.0239,173.34,26.89,146.46,0.8449,0.28,0.2163,0.0362,0.5315,3926.34,1.0577,686.1,0.998679,0.3147
2023-06-20,Education,283,50.08,14171.24,0.9626,0.0374,0.0027,0.002,0.0449,0.9566,0.0213,302.47,71.02,231.45,0.7652,0.25,0.269,0.0197,0.6786,6392.64,1.0148,172.6,0.999653,0.5215
2023-06-21,Camps,273,72.78,19867.64,0.9508,0.0492,0.0053,0.0093,0.0404,0.9762,0.0273,542.15,65.05,477.11,0.88,0.24,0.3296,0.0488,0.729,8417.6,1.0085,332.5,0.996104,0.4776
2023-06-21,Associations,173,47.98,8300.63,0.9646,0.0354,0.0067,0.0117,0.0172,0.9657,0.024,198.99,46.78,152.21,0.7649,0.27,0.3893,0.0491,0.3104,5734.24,1.0744,630.8,0.998726,0.4251
2023-06-21,Sports Leagues,171,244.01,41726.11,0.956,0.044,0.0066,0.0084,0.0126,0.9505,0.0319,1328.99,39.85,1289.14,0.97,0.23,0.3971,0.0521,0.564,21350.46,0.8993,365.9,0.995892,0.6824
2023-06-21,Nonprofits,377,273.56,103132.82,0.9405,0.0595,0.0018,0.0047,0.0204,0.9592,0.0245,2521.98,111.98,2410.0,0.9556,0.3,0.3635,0.0594,0.4343,60289.46,0.9375,437.3,0.99598,0.5012
2023-06-21,Pet Care,377,228.48,86135.61,0.9627,0.0373,0.004,0.0075,0.0125,0.9354,0.0296,2550.64,73.93,2476.71,0.971,0.2,0.2427,0.0498,0.3005,41751.77,1.0202,524.9,0.998808,0.4777
2023-06-21,Education,395,218.06,86132.43,0.948,0.052,0.0051,0.0035,0.0379,0.9387,0.0182,1568.01,137.73,1430.28,0.9122,0.35,0.2233,0.0485,0.6897,58864.71,1.0395,447.8,0.996726,0.4709
2023-06-22,Camps,187,231.13,43221.09,0.9219,0.0781,0.0073,0.004,0.0496,0.9304,0.0217,937.41,43.75,893.66,0.9533,0.23,0.1852,0.0466,0.612,27562.32,0.9416,422.1,0.99823,0.4479
2023-06-22,Associations,344,218.22,75066.22,0.9445,0.0555,0.0055,0.0038,0.0316,0.957,0.0245,1835.69,105.52,1730.17,0.9425,0.31,0.5061,0.0509,0.5833,46161.68,0.8903,625.9,0.997382,0.393
2023-06-22,Sports Leagues,160,287.46,45993.61,0.9777,0.0223,0.0061,0.0119,0.036,0.943,0.0209,959.13,42.82,916.31,0.9554,0.27,0.1826,0.0441,0.4209,29645.41,0.9662,446.4,0.999732,0.359
2023-06-22,Nonprofits,165,61.15,10090.0,0.9517,0.0483,0.002,0.0096,0.0187,0.9779,0.0207,208.44,61.84,146.61,0.7033,0.37,0.3032,0.0392,0.3174,5535.11,0.9157,450.7,0.995693,0.4467
2023-06-22,Pet Care,167,112.09,18718.23,0.9517,0.0483,0.0078,0.0065,0.0375,0.9624,0.025,467.53,32.98,434.55,0.9295,0.2,0.2334,0.0542,0.4846,10937.06,1.0068,377.6,0.9969,0.5
2023-06-22,Education,187,325.57,60881.57,0.9471,0.0529,0.0038,0.0074,0.0351,0.9853,0.0205,1248.18,48.58,1199.59,0.9611,0.26,0.541,0.0286,0.3102,27049.26,0.8863,793.1,0.996366,0.6656
2023-06-23,Camps,377,130.05,49028.63,0.9704,0.0296,0.0079,0.0045,0.0422,0.975,0.0285,1395.39,165.3,1230.09,0.8815,0.44,0.36,0.0437,0.6707,26664.76,0.9955,336.7,0.998826,0.5588
2023-06-23,Associations,112,67.14,7519.66,0.9105,0.0895,0.0047,0.0062,0.0418,0.9626,0.0311,233.97,26.09,207.87,0.8885,0.23,0.5464,0.0249,0.5891,4140.0,0.9663,214.7,0.995661,0.5702
2023-06-23,Sports Leagues,342,173.67,59394.05,0.9113,0.0887,0.0079,0.0057,0.0411,0.9495,0.0247,1464.08,97.43,1366.65,0.9335,0.28,0.3067,0.0111,0.462,39606.74,1.0457,218.9,0.997897,0.6515
2023-06-23,Nonprofits,163,197.79,32240.32,0.9332,0.0668,0.008,0.0056,0.0271,0.9785,0.0192,620.33,46.35,573.98,0.9253,0.28,0.2117,0.017,0.3021,12988.44,0.9713,670.2,0.997876,0.5357
2023-06-23,Pet Care,210,329.98,69296.76,0.9268,0.0732,0.0029,0.0112,0.0131,0.9666,0.0275,1908.73,66.46,1842.27,0.9652,0.32,0.4369,0.0186,0.6837,30629.7,0.9762,171.2,0.997672,0.5514
2023-06-23,Education,257,169.12,43462.6,0.9409,0.0591,0.0014,0.0034,0.0257,0.972,0.0187,811.55,69.47,742.07,0.9144,0.27,0.4372,0.0496,0.3856,26922.74,1.1093,736.6,0.998868,0.5705
2023-06-24,Camps,139,187.79,26103.4,0.9734,0.0266,0.0075,0.011,0.0155,0.981,0.0313,816.44,38.58,777.86,0.9527,0.28,0.3719,0.049,0.5529,18221.35,0.9894,605.5,0.998884,0.4723
2023-06-24,Associations,176,147.29,25922.89,0.9358,0.0642,0.0057,0.0073,0.0253,0.957,0.0182,471.32,68.3,403.03,0.8551,0.39,0.1952,0.0515,0.5434,14473.94,1.0491,704.5,0.999619,0.4945
2023-06-24,Sports Leagues,383,312.98,119872.27,0.9128,0.0872,0.0067,0.0088,0.0462,0.9838,0.0187,2246.9,131.96,2114.94,0.9413,0.34,0.2261,0.0139,0.5017,51458.68,1.0547,778.9,0.997791,0.3558
2023-06-24,Nonprofits,292,268.5,78401.92,0.9531,0.0469,0.0071,0.0036,0.0473,0.9868,0.0302,2368.36,72.32,2296.03,0.9695,0.25,0.4975,0.0349,0.5677,51132.18,0.8871,366.8,0.998997,0.6163
2023-06-24,Pet Care,265,144.81,38375.58,0.9561,0.0439,0.0019,0.0071,0.0107,0.9535,0.019,730.97,81.7,649.27,0.8882,0.31,0.336,0.0322,0.3204,19513.4,1.0616,370.9,0.998504,0.4163
2023-06-24,Education,181,216.99,39274.66,0.9765,0.0235,0.0018,0.0023,0.0343,0.9869,0.0319,1251.14,56.24,1194.9,0.955,0.31,0.3532,0.0422,0.55,23180.94,1.0898,627.5,0.997435,0.4578
2023-06-25,Camps,244,200.63,48953.39,0.9191,0.0809,0.0042,0.0029,0.012,0.9814,0.0209,1021.71,81.81,939.9,0.9199,0.34,0.2351,0.0231,0.4626,21691.39,0.891,716.5,0.995058,0.2776
2023-06-25,Associations,278,117.82,32752.63,0.9498,0.0502,0.0068,0.0039,0.0384,0.9337,0.0309,1010.91,56.13,954.79,0.9445,0.2,0.5183,0.0345,0.5016,22664.56,1.1177,562.1,0.995623,0.4778
2023-06-25,Sports Leagues,282,201.91,56937.54,0.9499,0.0501,0.0011,0.0091,0.0385,0.9369,0.026,1479.43,94.04,1385.39,0.9364,0.33,0.4325,0.0143,0.5819,27570.61,1.0017,645.9,0.998458,0.3035
2023-06-25,Nonprofits,289,336.24,97173.17,0.9765,0.0235,0.0059,0.0071,0.0173,0.9374,0.0188,1830.42,53.4,1777.02,0.9708,0.18,0.5049,0.0505,0.5555,67984.0,1.1087,565.5,0.997276,0.3185
